#second	computedX	computedY	computedZ	realX	realY	realZ	witnesscount	deviation	totalDetections
15	418.31488	562.6852	24.11111	425.09988	564.7001	35.0	27	7.0778575004178235	93
45	424.14594	556.5596	24.878378	425.0999	564.70013	35.0	37	8.196271014139718	99
75	417.81546	562.60767	24.096153	425.0999	564.70013	35.0	26	7.579030184722411	89
105	424.14594	556.5596	24.878378	425.0999	564.70013	35.0	37	8.196271014139718	99
135	417.81546	562.60767	24.096153	425.0999	564.70013	35.0	26	7.579030184722411	89
165	424.14594	556.5596	24.878378	425.0999	564.70013	35.0	37	8.196271014139718	99
195	417.81546	562.60767	24.096153	425.0999	564.70013	35.0	26	7.579030184722411	89
225	424.14594	556.5596	24.878378	425.0999	564.70013	35.0	37	8.196271014139718	99
255	417.81546	562.60767	24.096153	425.0999	564.70013	35.0	26	7.579030184722411	89
285	424.14594	556.5596	24.878378	425.0999	564.70013	35.0	37	8.196271014139718	99
315	417.81546	562.60767	24.096153	425.0999	564.70013	35.0	26	7.579030184722411	89
345	424.14594	556.5596	24.878378	425.0999	564.70013	35.0	37	8.196271014139718	99
375	417.81546	562.60767	24.096153	425.0999	564.70013	35.0	26	7.579030184722411	89
405	424.14594	556.5596	24.878378	425.0999	564.70013	35.0	37	8.196271014139718	99
435	417.81546	562.60767	24.096153	425.0999	564.70013	35.0	26	7.579030184722411	89
465	424.14594	556.5596	24.878378	425.0999	564.70013	35.0	37	8.196271014139718	99
495	417.81546	562.60767	24.096153	425.0999	564.70013	35.0	26	7.579030184722411	89
525	424.14594	556.5596	24.878378	425.0999	564.70013	35.0	37	8.196271014139718	99
555	417.81546	562.60767	24.096153	425.0999	564.70013	35.0	26	7.579030184722411	89
585	424.14594	556.5596	24.878378	425.0999	564.70013	35.0	37	8.196271014139718	99
615	417.81546	562.60767	24.096153	425.0999	564.70013	35.0	26	7.579030184722411	89
645	424.14594	556.5596	24.878378	425.0999	564.70013	35.0	37	8.196271014139718	99
675	417.81546	562.60767	24.096153	425.0999	564.70013	35.0	26	7.579030184722411	89
705	424.14594	556.5596	24.878378	425.0999	564.70013	35.0	37	8.196271014139718	99
735	417.81546	562.60767	24.096153	425.0999	564.70013	35.0	26	7.579030184722411	89
765	424.14594	556.5596	24.878378	425.0999	564.70013	35.0	37	8.196271014139718	99
795	417.81546	562.60767	24.096153	425.0999	564.70013	35.0	26	7.579030184722411	89
825	424.14594	556.5596	24.878378	425.0999	564.70013	35.0	37	8.196271014139718	99
855	417.81546	562.60767	24.096153	425.0999	564.70013	35.0	26	7.579030184722411	89
885	424.14594	556.5596	24.878378	425.0999	564.70013	35.0	37	8.196271014139718	99
915	417.81546	562.60767	24.096153	425.0999	564.70013	35.0	26	7.579030184722411	89
