#second	computedX	computedY	computedZ	realX	realY	realZ	witnesscount	deviation	totalDetections
15	419.38992	558.76624	19.115385	406.7001	551.2999	28.0	2418	14.723358271666093	6045
45	419.39	558.76636	19.115385	406.7001	551.29987	28.0	2340	14.723530033824616	5850
75	419.39	558.76636	19.115385	406.7001	551.29987	28.0	2340	14.723530033824616	5850
105	419.39	558.76636	19.115385	406.7001	551.29987	28.0	2340	14.723530033824616	5850
135	419.39	558.76636	19.115385	406.7001	551.29987	28.0	2340	14.723530033824616	5850
165	419.39	558.76636	19.115385	406.7001	551.29987	28.0	2340	14.723530033824616	5850
195	419.39	558.76636	19.115385	406.7001	551.29987	28.0	2340	14.723530033824616	5850
225	419.39	558.76636	19.115385	406.7001	551.29987	28.0	2340	14.723530033824616	5850
255	419.39	558.76636	19.115385	406.7001	551.29987	28.0	2340	14.723530033824616	5850
285	419.39	558.76636	19.115385	406.7001	551.29987	28.0	2340	14.723530033824616	5850
315	419.39	558.76636	19.115385	406.7001	551.29987	28.0	2340	14.723530033824616	5850
345	419.39	558.76636	19.115385	406.7001	551.29987	28.0	2340	14.723530033824616	5850
375	419.39	558.76636	19.115385	406.7001	551.29987	28.0	2340	14.723530033824616	5850
405	419.39	558.76636	19.115385	406.7001	551.29987	28.0	2340	14.723530033824616	5850
435	419.39	558.76636	19.115385	406.7001	551.29987	28.0	2340	14.723530033824616	5850
465	419.39	558.76636	19.115385	406.7001	551.29987	28.0	2340	14.723530033824616	5850
495	419.39	558.76636	19.115385	406.7001	551.29987	28.0	2340	14.723530033824616	5850
525	419.39	558.76636	19.115385	406.7001	551.29987	28.0	2340	14.723530033824616	5850
555	419.39	558.76636	19.115385	406.7001	551.29987	28.0	2340	14.723530033824616	5850
585	419.39	558.76636	19.115385	406.7001	551.29987	28.0	2340	14.723530033824616	5850
615	419.39	558.76636	19.115385	406.7001	551.29987	28.0	2340	14.723530033824616	5850
645	419.39	558.76636	19.115385	406.7001	551.29987	28.0	2340	14.723530033824616	5850
675	419.39	558.76636	19.115385	406.7001	551.29987	28.0	2340	14.723530033824616	5850
705	419.39	558.76636	19.115385	406.7001	551.29987	28.0	2340	14.723530033824616	5850
735	419.39	558.76636	19.115385	406.7001	551.29987	28.0	2340	14.723530033824616	5850
765	419.39	558.76636	19.115385	406.7001	551.29987	28.0	2340	14.723530033824616	5850
795	419.39	558.76636	19.115385	406.7001	551.29987	28.0	2340	14.723530033824616	5850
825	419.39	558.76636	19.115385	406.7001	551.29987	28.0	2340	14.723530033824616	5850
855	419.39	558.76636	19.115385	406.7001	551.29987	28.0	2340	14.723530033824616	5850
885	419.39	558.76636	19.115385	406.7001	551.29987	28.0	2340	14.723530033824616	5850
915	419.39	558.76636	19.115385	406.7001	551.29987	28.0	2340	14.723530033824616	5850
945	419.39	558.76636	19.115385	406.7001	551.29987	28.0	2340	14.723530033824616	5850
975	419.39	558.76636	19.115385	406.7001	551.29987	28.0	2340	14.723530033824616	5850
1005	419.39	558.76636	19.115385	406.7001	551.29987	28.0	2340	14.723530033824616	5850
1035	419.39	558.76636	19.115385	406.7001	551.29987	28.0	2340	14.723530033824616	5850
1065	419.39	558.76636	19.115385	406.7001	551.29987	28.0	2340	14.723530033824616	5850
