#second	computedX	computedY	computedZ	realX	realY	realZ	witnesscount	deviation	totalDetections
15	415.52368	558.1031	20.586615	406.7001	551.2999	28.0	127	11.141747379218117	377
45	415.48203	557.99835	20.081966	406.7001	551.29987	28.0	122	11.044992636058465	366
75	415.48203	557.99835	20.081966	406.7001	551.29987	28.0	122	11.044992636058465	366
105	415.48203	557.99835	20.081966	406.7001	551.29987	28.0	122	11.044992636058465	366
135	415.48203	557.99835	20.081966	406.7001	551.29987	28.0	122	11.044992636058465	366
165	415.48203	557.99835	20.081966	406.7001	551.29987	28.0	122	11.044992636058465	366
195	415.48203	557.99835	20.081966	406.7001	551.29987	28.0	122	11.044992636058465	366
225	415.48203	557.99835	20.081966	406.7001	551.29987	28.0	122	11.044992636058465	366
255	415.48203	557.99835	20.081966	406.7001	551.29987	28.0	122	11.044992636058465	366
285	415.48203	557.99835	20.081966	406.7001	551.29987	28.0	122	11.044992636058465	366
315	415.48203	557.99835	20.081966	406.7001	551.29987	28.0	122	11.044992636058465	366
345	415.48203	557.99835	20.081966	406.7001	551.29987	28.0	122	11.044992636058465	366
375	415.48203	557.99835	20.081966	406.7001	551.29987	28.0	122	11.044992636058465	366
405	415.48203	557.99835	20.081966	406.7001	551.29987	28.0	122	11.044992636058465	366
435	415.48203	557.99835	20.081966	406.7001	551.29987	28.0	122	11.044992636058465	366
465	415.48203	557.99835	20.081966	406.7001	551.29987	28.0	122	11.044992636058465	366
495	415.48203	557.99835	20.081966	406.7001	551.29987	28.0	122	11.044992636058465	366
525	415.48203	557.99835	20.081966	406.7001	551.29987	28.0	122	11.044992636058465	366
555	415.48203	557.99835	20.081966	406.7001	551.29987	28.0	122	11.044992636058465	366
585	415.48203	557.99835	20.081966	406.7001	551.29987	28.0	122	11.044992636058465	366
615	415.48203	557.99835	20.081966	406.7001	551.29987	28.0	122	11.044992636058465	366
645	415.48203	557.99835	20.081966	406.7001	551.29987	28.0	122	11.044992636058465	366
675	415.48203	557.99835	20.081966	406.7001	551.29987	28.0	122	11.044992636058465	366
705	415.48203	557.99835	20.081966	406.7001	551.29987	28.0	122	11.044992636058465	366
735	415.48203	557.99835	20.081966	406.7001	551.29987	28.0	122	11.044992636058465	366
765	415.48203	557.99835	20.081966	406.7001	551.29987	28.0	122	11.044992636058465	366
795	415.48203	557.99835	20.081966	406.7001	551.29987	28.0	122	11.044992636058465	366
825	415.48203	557.99835	20.081966	406.7001	551.29987	28.0	122	11.044992636058465	366
855	415.48203	557.99835	20.081966	406.7001	551.29987	28.0	122	11.044992636058465	366
885	415.48203	557.99835	20.081966	406.7001	551.29987	28.0	122	11.044992636058465	366
915	415.48203	557.99835	20.081966	406.7001	551.29987	28.0	122	11.044992636058465	366
945	415.48203	557.99835	20.081966	406.7001	551.29987	28.0	122	11.044992636058465	366
975	415.48203	557.99835	20.081966	406.7001	551.29987	28.0	122	11.044992636058465	366
1005	415.48203	557.99835	20.081966	406.7001	551.29987	28.0	122	11.044992636058465	366
1035	415.48203	557.99835	20.081966	406.7001	551.29987	28.0	122	11.044992636058465	366
1065	415.48203	557.99835	20.081966	406.7001	551.29987	28.0	122	11.044992636058465	366
1095	415.48203	557.99835	20.081966	406.7001	551.29987	28.0	122	11.044992636058465	366
1125	415.48203	557.99835	20.081966	406.7001	551.29987	28.0	122	11.044992636058465	366
1155	415.48203	557.99835	20.081966	406.7001	551.29987	28.0	122	11.044992636058465	366
1185	415.48203	557.99835	20.081966	406.7001	551.29987	28.0	122	11.044992636058465	366
1215	415.48203	557.99835	20.081966	406.7001	551.29987	28.0	122	11.044992636058465	366
1245	415.48203	557.99835	20.081966	406.7001	551.29987	28.0	122	11.044992636058465	366
1275	415.48203	557.99835	20.081966	406.7001	551.29987	28.0	122	11.044992636058465	366
1305	415.48203	557.99835	20.081966	406.7001	551.29987	28.0	122	11.044992636058465	366
1335	415.48203	557.99835	20.081966	406.7001	551.29987	28.0	122	11.044992636058465	366
