#second	computedX	computedY	computedZ	realX	realY	realZ	witnesscount	deviation	totalDetections
15	408.28146	557.4632	19.270115	400.5999	544.7001	10.5	87	14.896425530821464	388
45	408.3755	557.34875	19.463415	400.59995	544.70013	10.5	82	14.84744676624968	370
75	408.3755	557.34875	19.463415	400.59995	544.70013	10.5	82	14.84744676624968	370
105	408.3755	557.34875	19.463415	400.59995	544.70013	10.5	82	14.84744676624968	370
135	408.3755	557.34875	19.463415	400.59995	544.70013	10.5	82	14.84744676624968	370
165	408.3755	557.34875	19.463415	400.59995	544.70013	10.5	82	14.84744676624968	370
195	408.3755	557.34875	19.463415	400.59995	544.70013	10.5	82	14.84744676624968	370
225	408.3755	557.34875	19.463415	400.59995	544.70013	10.5	82	14.84744676624968	370
255	408.3755	557.34875	19.463415	400.59995	544.70013	10.5	82	14.84744676624968	370
285	408.3755	557.34875	19.463415	400.59995	544.70013	10.5	82	14.84744676624968	370
315	408.3755	557.34875	19.463415	400.59995	544.70013	10.5	82	14.84744676624968	370
345	408.3755	557.34875	19.463415	400.59995	544.70013	10.5	82	14.84744676624968	370
375	408.3755	557.34875	19.463415	400.59995	544.70013	10.5	82	14.84744676624968	370
405	408.3755	557.34875	19.463415	400.59995	544.70013	10.5	82	14.84744676624968	370
435	408.3755	557.34875	19.463415	400.59995	544.70013	10.5	82	14.84744676624968	370
465	408.3755	557.34875	19.463415	400.59995	544.70013	10.5	82	14.84744676624968	370
495	408.3755	557.34875	19.463415	400.59995	544.70013	10.5	82	14.84744676624968	370
525	408.3755	557.34875	19.463415	400.59995	544.70013	10.5	82	14.84744676624968	370
555	408.3755	557.34875	19.463415	400.59995	544.70013	10.5	82	14.84744676624968	370
585	408.3755	557.34875	19.463415	400.59995	544.70013	10.5	82	14.84744676624968	370
615	408.3755	557.34875	19.463415	400.59995	544.70013	10.5	82	14.84744676624968	370
645	408.3755	557.34875	19.463415	400.59995	544.70013	10.5	82	14.84744676624968	370
675	408.3755	557.34875	19.463415	400.59995	544.70013	10.5	82	14.84744676624968	370
705	408.3755	557.34875	19.463415	400.59995	544.70013	10.5	82	14.84744676624968	370
735	408.3755	557.34875	19.463415	400.59995	544.70013	10.5	82	14.84744676624968	370
765	408.3755	557.34875	19.463415	400.59995	544.70013	10.5	82	14.84744676624968	370
795	408.3755	557.34875	19.463415	400.59995	544.70013	10.5	82	14.84744676624968	370
825	408.3755	557.34875	19.463415	400.59995	544.70013	10.5	82	14.84744676624968	370
855	408.3755	557.34875	19.463415	400.59995	544.70013	10.5	82	14.84744676624968	370
885	408.3755	557.34875	19.463415	400.59995	544.70013	10.5	82	14.84744676624968	370
915	408.3755	557.34875	19.463415	400.59995	544.70013	10.5	82	14.84744676624968	370
945	408.3755	557.34875	19.463415	400.59995	544.70013	10.5	82	14.84744676624968	370
975	408.3755	557.34875	19.463415	400.59995	544.70013	10.5	82	14.84744676624968	370
1005	408.3755	557.34875	19.463415	400.59995	544.70013	10.5	82	14.84744676624968	370
1035	408.3755	557.34875	19.463415	400.59995	544.70013	10.5	82	14.84744676624968	370
1065	408.3755	557.34875	19.463415	400.59995	544.70013	10.5	82	14.84744676624968	370
1095	408.3755	557.34875	19.463415	400.59995	544.70013	10.5	82	14.84744676624968	370
1125	408.3755	557.34875	19.463415	400.59995	544.70013	10.5	82	14.84744676624968	370
1155	408.3755	557.34875	19.463415	400.59995	544.70013	10.5	82	14.84744676624968	370
1185	408.3755	557.34875	19.463415	400.59995	544.70013	10.5	82	14.84744676624968	370
1215	408.3755	557.34875	19.463415	400.59995	544.70013	10.5	82	14.84744676624968	370
1245	408.3755	557.34875	19.463415	400.59995	544.70013	10.5	82	14.84744676624968	370
1275	408.3755	557.34875	19.463415	400.59995	544.70013	10.5	82	14.84744676624968	370
1305	408.3755	557.34875	19.463415	400.59995	544.70013	10.5	82	14.84744676624968	370
1335	408.3755	557.34875	19.463415	400.59995	544.70013	10.5	82	14.84744676624968	370
1365	408.3755	557.34875	19.463415	400.59995	544.70013	10.5	82	14.84744676624968	370
1395	408.3755	557.34875	19.463415	400.59995	544.70013	10.5	82	14.84744676624968	370
1425	408.3755	557.34875	19.463415	400.59995	544.70013	10.5	82	14.84744676624968	370
1455	408.3755	557.34875	19.463415	400.59995	544.70013	10.5	82	14.84744676624968	370
1485	408.3755	557.34875	19.463415	400.59995	544.70013	10.5	82	14.84744676624968	370
1515	408.3755	557.34875	19.463415	400.59995	544.70013	10.5	82	14.84744676624968	370
1545	408.3755	557.34875	19.463415	400.59995	544.70013	10.5	82	14.84744676624968	370
1575	408.3755	557.34875	19.463415	400.59995	544.70013	10.5	82	14.84744676624968	370
1605	408.3755	557.34875	19.463415	400.59995	544.70013	10.5	82	14.84744676624968	370
1635	408.3755	557.34875	19.463415	400.59995	544.70013	10.5	82	14.84744676624968	370
1665	408.3755	557.34875	19.463415	400.59995	544.70013	10.5	82	14.84744676624968	370
1695	408.3755	557.34875	19.463415	400.59995	544.70013	10.5	82	14.84744676624968	370
1725	408.3755	557.34875	19.463415	400.59995	544.70013	10.5	82	14.84744676624968	370
