#second	computedX	computedY	computedZ	realX	realY	realZ	witnesscount	deviation	totalDetections
15	407.68954	558.35266	24.68421	400.5999	544.7001	10.5	19	15.383628032692476	98
45	411.04813	554.5593	20.351852	400.59995	544.70013	10.5	27	14.365519628798044	109
75	406.7223	559.1111	24.88889	400.59995	544.70013	10.5	18	15.657540656146415	92
105	411.04813	554.5593	20.351852	400.59995	544.70013	10.5	27	14.365519628798044	109
135	406.7223	559.1111	24.88889	400.59995	544.70013	10.5	18	15.657540656146415	92
165	411.04813	554.5593	20.351852	400.59995	544.70013	10.5	27	14.365519628798044	109
195	406.7223	559.1111	24.88889	400.59995	544.70013	10.5	18	15.657540656146415	92
225	411.04813	554.5593	20.351852	400.59995	544.70013	10.5	27	14.365519628798044	109
255	406.7223	559.1111	24.88889	400.59995	544.70013	10.5	18	15.657540656146415	92
285	411.04813	554.5593	20.351852	400.59995	544.70013	10.5	27	14.365519628798044	109
315	406.7223	559.1111	24.88889	400.59995	544.70013	10.5	18	15.657540656146415	92
345	411.04813	554.5593	20.351852	400.59995	544.70013	10.5	27	14.365519628798044	109
375	406.7223	559.1111	24.88889	400.59995	544.70013	10.5	18	15.657540656146415	92
405	411.04813	554.5593	20.351852	400.59995	544.70013	10.5	27	14.365519628798044	109
435	406.7223	559.1111	24.88889	400.59995	544.70013	10.5	18	15.657540656146415	92
465	411.04813	554.5593	20.351852	400.59995	544.70013	10.5	27	14.365519628798044	109
495	406.7223	559.1111	24.88889	400.59995	544.70013	10.5	18	15.657540656146415	92
525	411.04813	554.5593	20.351852	400.59995	544.70013	10.5	27	14.365519628798044	109
555	406.7223	559.1111	24.88889	400.59995	544.70013	10.5	18	15.657540656146415	92
585	411.04813	554.5593	20.351852	400.59995	544.70013	10.5	27	14.365519628798044	109
615	406.7223	559.1111	24.88889	400.59995	544.70013	10.5	18	15.657540656146415	92
645	411.04813	554.5593	20.351852	400.59995	544.70013	10.5	27	14.365519628798044	109
675	406.7223	559.1111	24.88889	400.59995	544.70013	10.5	18	15.657540656146415	92
705	411.04813	554.5593	20.351852	400.59995	544.70013	10.5	27	14.365519628798044	109
735	406.7223	559.1111	24.88889	400.59995	544.70013	10.5	18	15.657540656146415	92
765	411.04813	554.5593	20.351852	400.59995	544.70013	10.5	27	14.365519628798044	109
795	406.7223	559.1111	24.88889	400.59995	544.70013	10.5	18	15.657540656146415	92
825	411.04813	554.5593	20.351852	400.59995	544.70013	10.5	27	14.365519628798044	109
855	406.7223	559.1111	24.88889	400.59995	544.70013	10.5	18	15.657540656146415	92
885	411.04813	554.5593	20.351852	400.59995	544.70013	10.5	27	14.365519628798044	109
915	406.7223	559.1111	24.88889	400.59995	544.70013	10.5	18	15.657540656146415	92
945	411.04813	554.5593	20.351852	400.59995	544.70013	10.5	27	14.365519628798044	109
975	406.7223	559.1111	24.88889	400.59995	544.70013	10.5	18	15.657540656146415	92
1005	411.04813	554.5593	20.351852	400.59995	544.70013	10.5	27	14.365519628798044	109
1035	406.7223	559.1111	24.88889	400.59995	544.70013	10.5	18	15.657540656146415	92
1065	411.04813	554.5593	20.351852	400.59995	544.70013	10.5	27	14.365519628798044	109
1095	406.7223	559.1111	24.88889	400.59995	544.70013	10.5	18	15.657540656146415	92
1125	411.04813	554.5593	20.351852	400.59995	544.70013	10.5	27	14.365519628798044	109
1155	406.7223	559.1111	24.88889	400.59995	544.70013	10.5	18	15.657540656146415	92
1185	411.04813	554.5593	20.351852	400.59995	544.70013	10.5	27	14.365519628798044	109
1215	406.7223	559.1111	24.88889	400.59995	544.70013	10.5	18	15.657540656146415	92
1245	411.04813	554.5593	20.351852	400.59995	544.70013	10.5	27	14.365519628798044	109
1275	406.7223	559.1111	24.88889	400.59995	544.70013	10.5	18	15.657540656146415	92
1305	411.04813	554.5593	20.351852	400.59995	544.70013	10.5	27	14.365519628798044	109
1335	406.7223	559.1111	24.88889	400.59995	544.70013	10.5	18	15.657540656146415	92
1365	411.04813	554.5593	20.351852	400.59995	544.70013	10.5	27	14.365519628798044	109
1395	406.7223	559.1111	24.88889	400.59995	544.70013	10.5	18	15.657540656146415	92
1425	411.04813	554.5593	20.351852	400.59995	544.70013	10.5	27	14.365519628798044	109
1455	406.7223	559.1111	24.88889	400.59995	544.70013	10.5	18	15.657540656146415	92
1485	411.04813	554.5593	20.351852	400.59995	544.70013	10.5	27	14.365519628798044	109
1515	406.7223	559.1111	24.88889	400.59995	544.70013	10.5	18	15.657540656146415	92
1545	411.04813	554.5593	20.351852	400.59995	544.70013	10.5	27	14.365519628798044	109
1575	406.7223	559.1111	24.88889	400.59995	544.70013	10.5	18	15.657540656146415	92
1605	411.04813	554.5593	20.351852	400.59995	544.70013	10.5	27	14.365519628798044	109
1635	406.7223	559.1111	24.88889	400.59995	544.70013	10.5	18	15.657540656146415	92
1665	411.04813	554.5593	20.351852	400.59995	544.70013	10.5	27	14.365519628798044	109
1695	406.7223	559.1111	24.88889	400.59995	544.70013	10.5	18	15.657540656146415	92
1725	411.04813	554.5593	20.351852	400.59995	544.70013	10.5	27	14.365519628798044	109
1755	406.7223	559.1111	24.88889	400.59995	544.70013	10.5	18	15.657540656146415	92
1785	411.04813	554.5593	20.351852	400.59995	544.70013	10.5	27	14.365519628798044	109
1815	406.7223	559.1111	24.88889	400.59995	544.70013	10.5	18	15.657540656146415	92
1845	411.04813	554.5593	20.351852	400.59995	544.70013	10.5	27	14.365519628798044	109
1875	406.7223	559.1111	24.88889	400.59995	544.70013	10.5	18	15.657540656146415	92
1905	411.04813	554.5593	20.351852	400.59995	544.70013	10.5	27	14.365519628798044	109
1935	406.7223	559.1111	24.88889	400.59995	544.70013	10.5	18	15.657540656146415	92
1965	411.04813	554.5593	20.351852	400.59995	544.70013	10.5	27	14.365519628798044	109
1995	406.7223	559.1111	24.88889	400.59995	544.70013	10.5	18	15.657540656146415	92
