#second	computedX	computedY	computedZ	realX	realY	realZ	witnesscount	deviation	totalDetections
15	417.16754	557.6352	21.756756	412.90012	571.3	28.0	37	14.315639733231416	103
45	414.4592	561.7	16.981482	412.9001	571.2999	28.0	27	9.725697472274927	82
75	416.9472	557.2556	21.583334	412.9001	571.2999	28.0	36	14.615808547794153	100
105	414.4592	561.7	16.981482	412.9001	571.2999	28.0	27	9.725697472274927	82
135	416.9472	557.2556	21.583334	412.9001	571.2999	28.0	36	14.615808547794153	100
165	414.4592	561.7	16.981482	412.9001	571.2999	28.0	27	9.725697472274927	82
195	416.9472	557.2556	21.583334	412.9001	571.2999	28.0	36	14.615808547794153	100
225	414.4592	561.7	16.981482	412.9001	571.2999	28.0	27	9.725697472274927	82
255	416.9472	557.2556	21.583334	412.9001	571.2999	28.0	36	14.615808547794153	100
285	414.4592	561.7	16.981482	412.9001	571.2999	28.0	27	9.725697472274927	82
315	416.9472	557.2556	21.583334	412.9001	571.2999	28.0	36	14.615808547794153	100
345	414.4592	561.7	16.981482	412.9001	571.2999	28.0	27	9.725697472274927	82
375	416.9472	557.2556	21.583334	412.9001	571.2999	28.0	36	14.615808547794153	100
405	414.4592	561.7	16.981482	412.9001	571.2999	28.0	27	9.725697472274927	82
435	416.9472	557.2556	21.583334	412.9001	571.2999	28.0	36	14.615808547794153	100
465	414.4592	561.7	16.981482	412.9001	571.2999	28.0	27	9.725697472274927	82
495	416.9472	557.2556	21.583334	412.9001	571.2999	28.0	36	14.615808547794153	100
525	414.4592	561.7	16.981482	412.9001	571.2999	28.0	27	9.725697472274927	82
555	416.9472	557.2556	21.583334	412.9001	571.2999	28.0	36	14.615808547794153	100
585	414.4592	561.7	16.981482	412.9001	571.2999	28.0	27	9.725697472274927	82
615	416.9472	557.2556	21.583334	412.9001	571.2999	28.0	36	14.615808547794153	100
645	414.4592	561.7	16.981482	412.9001	571.2999	28.0	27	9.725697472274927	82
675	416.9472	557.2556	21.583334	412.9001	571.2999	28.0	36	14.615808547794153	100
705	414.4592	561.7	16.981482	412.9001	571.2999	28.0	27	9.725697472274927	82
735	416.9472	557.2556	21.583334	412.9001	571.2999	28.0	36	14.615808547794153	100
765	414.4592	561.7	16.981482	412.9001	571.2999	28.0	27	9.725697472274927	82
795	416.9472	557.2556	21.583334	412.9001	571.2999	28.0	36	14.615808547794153	100
825	414.4592	561.7	16.981482	412.9001	571.2999	28.0	27	9.725697472274927	82
855	416.9472	557.2556	21.583334	412.9001	571.2999	28.0	36	14.615808547794153	100
885	414.4592	561.7	16.981482	412.9001	571.2999	28.0	27	9.725697472274927	82
915	416.9472	557.2556	21.583334	412.9001	571.2999	28.0	36	14.615808547794153	100
945	414.4592	561.7	16.981482	412.9001	571.2999	28.0	27	9.725697472274927	82
975	416.9472	557.2556	21.583334	412.9001	571.2999	28.0	36	14.615808547794153	100
1005	414.4592	561.7	16.981482	412.9001	571.2999	28.0	27	9.725697472274927	82
