#second	computedX	computedY	computedZ	realX	realY	realZ	witnesscount	deviation	totalDetections
15	406.37064	548.9706	23.264706	400.5999	544.7001	10.5	34	7.179029381699431	331
45	406.37064	548.9706	23.264706	400.59995	544.70013	10.5	34	7.178968543520207	322
75	406.37064	548.9706	23.264706	400.59995	544.70013	10.5	34	7.178968543520207	322
105	406.37064	548.9706	23.264706	400.59995	544.70013	10.5	34	7.178968543520207	322
135	406.37064	548.9706	23.264706	400.59995	544.70013	10.5	34	7.178968543520207	322
165	406.37064	548.9706	23.264706	400.59995	544.70013	10.5	34	7.178968543520207	322
195	406.37064	548.9706	23.264706	400.59995	544.70013	10.5	34	7.178968543520207	322
225	406.37064	548.9706	23.264706	400.59995	544.70013	10.5	34	7.178968543520207	322
255	406.37064	548.9706	23.264706	400.59995	544.70013	10.5	34	7.178968543520207	322
285	406.37064	548.9706	23.264706	400.59995	544.70013	10.5	34	7.178968543520207	322
315	406.37064	548.9706	23.264706	400.59995	544.70013	10.5	34	7.178968543520207	322
345	406.37064	548.9706	23.264706	400.59995	544.70013	10.5	34	7.178968543520207	322
375	406.37064	548.9706	23.264706	400.59995	544.70013	10.5	34	7.178968543520207	322
405	406.37064	548.9706	23.264706	400.59995	544.70013	10.5	34	7.178968543520207	322
435	406.37064	548.9706	23.264706	400.59995	544.70013	10.5	34	7.178968543520207	322
465	406.37064	548.9706	23.264706	400.59995	544.70013	10.5	34	7.178968543520207	322
495	406.37064	548.9706	23.264706	400.59995	544.70013	10.5	34	7.178968543520207	322
525	406.37064	548.9706	23.264706	400.59995	544.70013	10.5	34	7.178968543520207	322
555	406.37064	548.9706	23.264706	400.59995	544.70013	10.5	34	7.178968543520207	322
585	406.37064	548.9706	23.264706	400.59995	544.70013	10.5	34	7.178968543520207	322
615	406.37064	548.9706	23.264706	400.59995	544.70013	10.5	34	7.178968543520207	322
645	406.37064	548.9706	23.264706	400.59995	544.70013	10.5	34	7.178968543520207	322
675	406.37064	548.9706	23.264706	400.59995	544.70013	10.5	34	7.178968543520207	322
705	406.37064	548.9706	23.264706	400.59995	544.70013	10.5	34	7.178968543520207	322
735	406.37064	548.9706	23.264706	400.59995	544.70013	10.5	34	7.178968543520207	322
765	406.37064	548.9706	23.264706	400.59995	544.70013	10.5	34	7.178968543520207	322
795	406.37064	548.9706	23.264706	400.59995	544.70013	10.5	34	7.178968543520207	322
825	406.37064	548.9706	23.264706	400.59995	544.70013	10.5	34	7.178968543520207	322
855	406.37064	548.9706	23.264706	400.59995	544.70013	10.5	34	7.178968543520207	322
885	406.37064	548.9706	23.264706	400.59995	544.70013	10.5	34	7.178968543520207	322
