#second	computedX	computedY	computedZ	realX	realY	realZ	witnesscount	deviation	totalDetections
15	417.70392	560.44684	21.027344	425.09988	564.7001	35.0	128	8.531723952763032	-1
45	417.7712	560.4521	20.972	425.0999	564.70013	35.0	125	8.470880520693418	-1
75	417.7712	560.4521	20.972	425.0999	564.70013	35.0	125	8.470880520693418	-1
105	417.7712	560.4521	20.972	425.0999	564.70013	35.0	125	8.470880520693418	-1
135	417.7712	560.4521	20.972	425.0999	564.70013	35.0	125	8.470880520693418	-1
165	417.7712	560.4521	20.972	425.0999	564.70013	35.0	125	8.470880520693418	-1
195	417.7712	560.4521	20.972	425.0999	564.70013	35.0	125	8.470880520693418	-1
225	417.7712	560.4521	20.972	425.0999	564.70013	35.0	125	8.470880520693418	-1
255	417.7712	560.4521	20.972	425.0999	564.70013	35.0	125	8.470880520693418	-1
285	417.7712	560.4521	20.972	425.0999	564.70013	35.0	125	8.470880520693418	-1
315	417.7712	560.4521	20.972	425.0999	564.70013	35.0	125	8.470880520693418	-1
345	417.7712	560.4521	20.972	425.0999	564.70013	35.0	125	8.470880520693418	-1
375	417.7712	560.4521	20.972	425.0999	564.70013	35.0	125	8.470880520693418	-1
405	417.7712	560.4521	20.972	425.0999	564.70013	35.0	125	8.470880520693418	-1
435	417.7712	560.4521	20.972	425.0999	564.70013	35.0	125	8.470880520693418	-1
465	417.7712	560.4521	20.972	425.0999	564.70013	35.0	125	8.470880520693418	-1
495	417.7712	560.4521	20.972	425.0999	564.70013	35.0	125	8.470880520693418	-1
525	417.7712	560.4521	20.972	425.0999	564.70013	35.0	125	8.470880520693418	-1
555	417.7712	560.4521	20.972	425.0999	564.70013	35.0	125	8.470880520693418	-1
585	417.7712	560.4521	20.972	425.0999	564.70013	35.0	125	8.470880520693418	-1
615	417.7712	560.4521	20.972	425.0999	564.70013	35.0	125	8.470880520693418	-1
645	417.7712	560.4521	20.972	425.0999	564.70013	35.0	125	8.470880520693418	-1
675	417.7712	560.4521	20.972	425.0999	564.70013	35.0	125	8.470880520693418	-1
705	417.7712	560.4521	20.972	425.0999	564.70013	35.0	125	8.470880520693418	-1
735	417.7712	560.4521	20.972	425.0999	564.70013	35.0	125	8.470880520693418	-1
765	417.7712	560.4521	20.972	425.0999	564.70013	35.0	125	8.470880520693418	-1
795	417.7712	560.4521	20.972	425.0999	564.70013	35.0	125	8.470880520693418	-1
825	417.7712	560.4521	20.972	425.0999	564.70013	35.0	125	8.470880520693418	-1
855	417.7712	560.4521	20.972	425.0999	564.70013	35.0	125	8.470880520693418	-1
885	417.7712	560.4521	20.972	425.0999	564.70013	35.0	125	8.470880520693418	-1
915	417.7712	560.4521	20.972	425.0999	564.70013	35.0	125	8.470880520693418	-1
945	417.7712	560.4521	20.972	425.0999	564.70013	35.0	125	8.470880520693418	-1
975	417.7712	560.4521	20.972	425.0999	564.70013	35.0	125	8.470880520693418	-1
1005	417.7712	560.4521	20.972	425.0999	564.70013	35.0	125	8.470880520693418	-1
1035	417.7712	560.4521	20.972	425.0999	564.70013	35.0	125	8.470880520693418	-1
1065	417.7712	560.4521	20.972	425.0999	564.70013	35.0	125	8.470880520693418	-1
1095	417.7712	560.4521	20.972	425.0999	564.70013	35.0	125	8.470880520693418	-1
1125	417.7712	560.4521	20.972	425.0999	564.70013	35.0	125	8.470880520693418	-1
1155	417.7712	560.4521	20.972	425.0999	564.70013	35.0	125	8.470880520693418	-1
1185	417.7712	560.4521	20.972	425.0999	564.70013	35.0	125	8.470880520693418	-1
1215	417.7712	560.4521	20.972	425.0999	564.70013	35.0	125	8.470880520693418	-1
1245	417.7712	560.4521	20.972	425.0999	564.70013	35.0	125	8.470880520693418	-1
1275	417.7712	560.4521	20.972	425.0999	564.70013	35.0	125	8.470880520693418	-1
1305	417.7712	560.4521	20.972	425.0999	564.70013	35.0	125	8.470880520693418	-1
1335	417.7712	560.4521	20.972	425.0999	564.70013	35.0	125	8.470880520693418	-1
1365	417.7712	560.4521	20.972	425.0999	564.70013	35.0	125	8.470880520693418	-1
1395	417.7712	560.4521	20.972	425.0999	564.70013	35.0	125	8.470880520693418	-1
1425	417.7712	560.4521	20.972	425.0999	564.70013	35.0	125	8.470880520693418	-1
1455	417.7712	560.4521	20.972	425.0999	564.70013	35.0	125	8.470880520693418	-1
1485	417.7712	560.4521	20.972	425.0999	564.70013	35.0	125	8.470880520693418	-1
1515	417.7712	560.4521	20.972	425.0999	564.70013	35.0	125	8.470880520693418	-1
1545	417.7712	560.4521	20.972	425.0999	564.70013	35.0	125	8.470880520693418	-1
1575	417.7712	560.4521	20.972	425.0999	564.70013	35.0	125	8.470880520693418	-1
1605	417.7712	560.4521	20.972	425.0999	564.70013	35.0	125	8.470880520693418	-1
1635	417.7712	560.4521	20.972	425.0999	564.70013	35.0	125	8.470880520693418	-1
1665	417.7712	560.4521	20.972	425.0999	564.70013	35.0	125	8.470880520693418	-1
1695	417.7712	560.4521	20.972	425.0999	564.70013	35.0	125	8.470880520693418	-1
1725	417.7712	560.4521	20.972	425.0999	564.70013	35.0	125	8.470880520693418	-1
1755	417.7712	560.4521	20.972	425.0999	564.70013	35.0	125	8.470880520693418	-1
1785	417.7712	560.4521	20.972	425.0999	564.70013	35.0	125	8.470880520693418	-1
