#second	computedX	computedY	computedZ	realX	realY	realZ	witnesscount	deviation	totalDetections
30	416.91696	558.383	21.924528	431.3002	564.69965	28.0	53	15.709158403650845	-1
90	416.91696	558.383	21.924528	431.3002	564.69965	28.0	53	15.709158403650845	-1
150	416.91696	558.383	21.924528	431.3002	564.69965	28.0	53	15.709158403650845	-1
210	416.91696	558.383	21.924528	431.3002	564.69965	28.0	53	15.709158403650845	-1
270	416.91696	558.383	21.924528	431.3002	564.69965	28.0	53	15.709158403650845	-1
330	416.91696	558.383	21.924528	431.3002	564.69965	28.0	53	15.709158403650845	-1
390	416.91696	558.383	21.924528	431.3002	564.69965	28.0	53	15.709158403650845	-1
450	416.91696	558.383	21.924528	431.3002	564.69965	28.0	53	15.709158403650845	-1
510	416.91696	558.383	21.924528	431.3002	564.69965	28.0	53	15.709158403650845	-1
570	416.91696	558.383	21.924528	431.3002	564.69965	28.0	53	15.709158403650845	-1
630	416.91696	558.383	21.924528	431.3002	564.69965	28.0	53	15.709158403650845	-1
690	416.91696	558.383	21.924528	431.3002	564.69965	28.0	53	15.709158403650845	-1
750	416.91696	558.383	21.924528	431.3002	564.69965	28.0	53	15.709158403650845	-1
810	416.91696	558.383	21.924528	431.3002	564.69965	28.0	53	15.709158403650845	-1
870	416.91696	558.383	21.924528	431.3002	564.69965	28.0	53	15.709158403650845	-1
930	416.91696	558.383	21.924528	431.3002	564.69965	28.0	53	15.709158403650845	-1
990	416.91696	558.383	21.924528	431.3002	564.69965	28.0	53	15.709158403650845	-1
1050	416.91696	558.383	21.924528	431.3002	564.69965	28.0	53	15.709158403650845	-1
1110	416.91696	558.383	21.924528	431.3002	564.69965	28.0	53	15.709158403650845	-1
1170	416.91696	558.383	21.924528	431.3002	564.69965	28.0	53	15.709158403650845	-1
1230	416.91696	558.383	21.924528	431.3002	564.69965	28.0	53	15.709158403650845	-1
1290	416.91696	558.383	21.924528	431.3002	564.69965	28.0	53	15.709158403650845	-1
1350	416.91696	558.383	21.924528	431.3002	564.69965	28.0	53	15.709158403650845	-1
1410	416.91696	558.383	21.924528	431.3002	564.69965	28.0	53	15.709158403650845	-1
1470	416.91696	558.383	21.924528	431.3002	564.69965	28.0	53	15.709158403650845	-1
1530	416.91696	558.383	21.924528	431.3002	564.69965	28.0	53	15.709158403650845	-1
1590	416.91696	558.383	21.924528	431.3002	564.69965	28.0	53	15.709158403650845	-1
1650	416.91696	558.383	21.924528	431.3002	564.69965	28.0	53	15.709158403650845	-1
1710	416.91696	558.383	21.924528	431.3002	564.69965	28.0	53	15.709158403650845	-1
1770	416.91696	558.383	21.924528	431.3002	564.69965	28.0	53	15.709158403650845	-1
1830	416.91696	558.383	21.924528	431.3002	564.69965	28.0	53	15.709158403650845	-1
1890	416.91696	558.383	21.924528	431.3002	564.69965	28.0	53	15.709158403650845	-1
1950	416.91696	558.383	21.924528	431.3002	564.69965	28.0	53	15.709158403650845	-1
2010	416.91696	558.383	21.924528	431.3002	564.69965	28.0	53	15.709158403650845	-1
2070	416.91696	558.383	21.924528	431.3002	564.69965	28.0	53	15.709158403650845	-1
2130	416.91696	558.383	21.924528	431.3002	564.69965	28.0	53	15.709158403650845	-1
2190	416.91696	558.383	21.924528	431.3002	564.69965	28.0	53	15.709158403650845	-1
2250	416.91696	558.383	21.924528	431.3002	564.69965	28.0	53	15.709158403650845	-1
2310	416.91696	558.383	21.924528	431.3002	564.69965	28.0	53	15.709158403650845	-1
2370	416.91696	558.383	21.924528	431.3002	564.69965	28.0	53	15.709158403650845	-1
2430	416.91696	558.383	21.924528	431.3002	564.69965	28.0	53	15.709158403650845	-1
2490	416.91696	558.383	21.924528	431.3002	564.69965	28.0	53	15.709158403650845	-1
2550	416.91696	558.383	21.924528	431.3002	564.69965	28.0	53	15.709158403650845	-1
2610	416.91696	558.383	21.924528	431.3002	564.69965	28.0	53	15.709158403650845	-1
2670	416.91696	558.383	21.924528	431.3002	564.69965	28.0	53	15.709158403650845	-1
2730	416.91696	558.383	21.924528	431.3002	564.69965	28.0	53	15.709158403650845	-1
2790	416.91696	558.383	21.924528	431.3002	564.69965	28.0	53	15.709158403650845	-1
2850	416.91696	558.383	21.924528	431.3002	564.69965	28.0	53	15.709158403650845	-1
2910	416.91696	558.383	21.924528	431.3002	564.69965	28.0	53	15.709158403650845	-1
2970	416.91696	558.383	21.924528	431.3002	564.69965	28.0	53	15.709158403650845	-1
3030	416.91696	558.383	21.924528	431.3002	564.69965	28.0	53	15.709158403650845	-1
3090	416.91696	558.383	21.924528	431.3002	564.69965	28.0	53	15.709158403650845	-1
3150	416.91696	558.383	21.924528	431.3002	564.69965	28.0	53	15.709158403650845	-1
3210	416.91696	558.383	21.924528	431.3002	564.69965	28.0	53	15.709158403650845	-1
3270	416.91696	558.383	21.924528	431.3002	564.69965	28.0	53	15.709158403650845	-1
3330	416.91696	558.383	21.924528	431.3002	564.69965	28.0	53	15.709158403650845	-1
3390	416.91696	558.383	21.924528	431.3002	564.69965	28.0	53	15.709158403650845	-1
3450	416.91696	558.383	21.924528	431.3002	564.69965	28.0	53	15.709158403650845	-1
3510	416.91696	558.383	21.924528	431.3002	564.69965	28.0	53	15.709158403650845	-1
3570	416.91696	558.383	21.924528	431.3002	564.69965	28.0	53	15.709158403650845	-1
3630	416.91696	558.383	21.924528	431.3002	564.69965	28.0	53	15.709158403650845	-1
3690	416.91696	558.383	21.924528	431.3002	564.69965	28.0	53	15.709158403650845	-1
3750	416.91696	558.383	21.924528	431.3002	564.69965	28.0	53	15.709158403650845	-1
3810	416.91696	558.383	21.924528	431.3002	564.69965	28.0	53	15.709158403650845	-1
3870	416.91696	558.383	21.924528	431.3002	564.69965	28.0	53	15.709158403650845	-1
3930	416.91696	558.383	21.924528	431.3002	564.69965	28.0	53	15.709158403650845	-1
3990	416.91696	558.383	21.924528	431.3002	564.69965	28.0	53	15.709158403650845	-1
4050	416.91696	558.383	21.924528	431.3002	564.69965	28.0	53	15.709158403650845	-1
4110	416.91696	558.383	21.924528	431.3002	564.69965	28.0	53	15.709158403650845	-1
4170	416.91696	558.383	21.924528	431.3002	564.69965	28.0	53	15.709158403650845	-1
4230	416.91696	558.383	21.924528	431.3002	564.69965	28.0	53	15.709158403650845	-1
4290	416.91696	558.383	21.924528	431.3002	564.69965	28.0	53	15.709158403650845	-1
4350	416.91696	558.383	21.924528	431.3002	564.69965	28.0	53	15.709158403650845	-1
4410	416.91696	558.383	21.924528	431.3002	564.69965	28.0	53	15.709158403650845	-1
4470	416.91696	558.383	21.924528	431.3002	564.69965	28.0	53	15.709158403650845	-1
4530	416.91696	558.383	21.924528	431.3002	564.69965	28.0	53	15.709158403650845	-1
4590	416.91696	558.383	21.924528	431.3002	564.69965	28.0	53	15.709158403650845	-1
4650	416.91696	558.383	21.924528	431.3002	564.69965	28.0	53	15.709158403650845	-1
4710	416.91696	558.383	21.924528	431.3002	564.69965	28.0	53	15.709158403650845	-1
4770	416.91696	558.383	21.924528	431.3002	564.69965	28.0	53	15.709158403650845	-1
