#second	computedX	computedY	computedZ	realX	realY	realZ	witnesscount	deviation	totalDetections
30	417.33368	559.4286	22.4	412.90024	571.30035	28.0	4270	12.672577007037537	-1
90	417.3336	559.4286	22.4	412.90024	571.30035	28.0	4200	12.672544978036425	-1
150	417.3336	559.4286	22.4	412.90024	571.30035	28.0	4200	12.672544978036425	-1
210	417.3336	559.4286	22.4	412.90024	571.30035	28.0	4200	12.672544978036425	-1
270	417.3336	559.4286	22.4	412.90024	571.30035	28.0	4200	12.672544978036425	-1
330	417.3336	559.4286	22.4	412.90024	571.30035	28.0	4200	12.672544978036425	-1
390	417.3336	559.4286	22.4	412.90024	571.30035	28.0	4200	12.672544978036425	-1
450	417.3336	559.4286	22.4	412.90024	571.30035	28.0	4200	12.672544978036425	-1
510	417.3336	559.4286	22.4	412.90024	571.30035	28.0	4200	12.672544978036425	-1
570	417.3336	559.4286	22.4	412.90024	571.30035	28.0	4200	12.672544978036425	-1
630	417.3336	559.4286	22.4	412.90024	571.30035	28.0	4200	12.672544978036425	-1
690	417.3336	559.4286	22.4	412.90024	571.30035	28.0	4200	12.672544978036425	-1
750	417.3336	559.4286	22.4	412.90024	571.30035	28.0	4200	12.672544978036425	-1
810	417.3336	559.4286	22.4	412.90024	571.30035	28.0	4200	12.672544978036425	-1
870	417.3336	559.4286	22.4	412.90024	571.30035	28.0	4200	12.672544978036425	-1
930	417.3336	559.4286	22.4	412.90024	571.30035	28.0	4200	12.672544978036425	-1
990	417.3336	559.4286	22.4	412.90024	571.30035	28.0	4200	12.672544978036425	-1
1050	417.3336	559.4286	22.4	412.90024	571.30035	28.0	4200	12.672544978036425	-1
1110	417.3336	559.4286	22.4	412.90024	571.30035	28.0	4200	12.672544978036425	-1
1170	417.3336	559.4286	22.4	412.90024	571.30035	28.0	4200	12.672544978036425	-1
1230	417.3336	559.4286	22.4	412.90024	571.30035	28.0	4200	12.672544978036425	-1
1290	417.3336	559.4286	22.4	412.90024	571.30035	28.0	4200	12.672544978036425	-1
1350	417.3336	559.4286	22.4	412.90024	571.30035	28.0	4200	12.672544978036425	-1
1410	417.3336	559.4286	22.4	412.90024	571.30035	28.0	4200	12.672544978036425	-1
1470	417.3336	559.4286	22.4	412.90024	571.30035	28.0	4200	12.672544978036425	-1
1530	417.3336	559.4286	22.4	412.90024	571.30035	28.0	4200	12.672544978036425	-1
1590	417.3336	559.4286	22.4	412.90024	571.30035	28.0	4200	12.672544978036425	-1
1650	417.3336	559.4286	22.4	412.90024	571.30035	28.0	4200	12.672544978036425	-1
1710	417.3336	559.4286	22.4	412.90024	571.30035	28.0	4200	12.672544978036425	-1
1770	417.3336	559.4286	22.4	412.90024	571.30035	28.0	4200	12.672544978036425	-1
1830	417.3336	559.4286	22.4	412.90024	571.30035	28.0	4200	12.672544978036425	-1
1890	417.3336	559.4286	22.4	412.90024	571.30035	28.0	4200	12.672544978036425	-1
1950	417.3336	559.4286	22.4	412.90024	571.30035	28.0	4200	12.672544978036425	-1
2010	417.3336	559.4286	22.4	412.90024	571.30035	28.0	4200	12.672544978036425	-1
2070	417.3336	559.4286	22.4	412.90024	571.30035	28.0	4200	12.672544978036425	-1
2130	417.3336	559.4286	22.4	412.90024	571.30035	28.0	4200	12.672544978036425	-1
2190	417.3336	559.4286	22.4	412.90024	571.30035	28.0	4200	12.672544978036425	-1
2250	417.3336	559.4286	22.4	412.90024	571.30035	28.0	4200	12.672544978036425	-1
2310	417.3336	559.4286	22.4	412.90024	571.30035	28.0	4200	12.672544978036425	-1
2370	417.3336	559.4286	22.4	412.90024	571.30035	28.0	4200	12.672544978036425	-1
2430	417.3336	559.4286	22.4	412.90024	571.30035	28.0	4200	12.672544978036425	-1
2490	417.3336	559.4286	22.4	412.90024	571.30035	28.0	4200	12.672544978036425	-1
2550	417.3336	559.4286	22.4	412.90024	571.30035	28.0	4200	12.672544978036425	-1
2610	417.3336	559.4286	22.4	412.90024	571.30035	28.0	4200	12.672544978036425	-1
