#second	computedX	computedY	computedZ	realX	realY	realZ	witnesscount	deviation	totalDetections
30	460.89224	474.3923	7.9423075	456.80023	465.69977	0.0	26	9.607534626696385	-1
90	460.89224	474.3923	7.9423075	456.80023	465.69977	0.0	26	9.607534626696385	-1
150	460.89224	474.3923	7.9423075	456.80023	465.69977	0.0	26	9.607534626696385	-1
210	460.89224	474.3923	7.9423075	456.80023	465.69977	0.0	26	9.607534626696385	-1
270	460.89224	474.3923	7.9423075	456.80023	465.69977	0.0	26	9.607534626696385	-1
330	460.89224	474.3923	7.9423075	456.80023	465.69977	0.0	26	9.607534626696385	-1
390	460.89224	474.3923	7.9423075	456.80023	465.69977	0.0	26	9.607534626696385	-1
450	460.89224	474.3923	7.9423075	456.80023	465.69977	0.0	26	9.607534626696385	-1
510	460.89224	474.3923	7.9423075	456.80023	465.69977	0.0	26	9.607534626696385	-1
570	460.89224	474.3923	7.9423075	456.80023	465.69977	0.0	26	9.607534626696385	-1
630	460.89224	474.3923	7.9423075	456.80023	465.69977	0.0	26	9.607534626696385	-1
690	460.89224	474.3923	7.9423075	456.80023	465.69977	0.0	26	9.607534626696385	-1
750	460.89224	474.3923	7.9423075	456.80023	465.69977	0.0	26	9.607534626696385	-1
810	460.89224	474.3923	7.9423075	456.80023	465.69977	0.0	26	9.607534626696385	-1
870	460.89224	474.3923	7.9423075	456.80023	465.69977	0.0	26	9.607534626696385	-1
930	460.89224	474.3923	7.9423075	456.80023	465.69977	0.0	26	9.607534626696385	-1
990	460.89224	474.3923	7.9423075	456.80023	465.69977	0.0	26	9.607534626696385	-1
1050	460.89224	474.3923	7.9423075	456.80023	465.69977	0.0	26	9.607534626696385	-1
1110	460.89224	474.3923	7.9423075	456.80023	465.69977	0.0	26	9.607534626696385	-1
1170	460.89224	474.3923	7.9423075	456.80023	465.69977	0.0	26	9.607534626696385	-1
1230	460.89224	474.3923	7.9423075	456.80023	465.69977	0.0	26	9.607534626696385	-1
1290	460.89224	474.3923	7.9423075	456.80023	465.69977	0.0	26	9.607534626696385	-1
1350	460.89224	474.3923	7.9423075	456.80023	465.69977	0.0	26	9.607534626696385	-1
1410	460.89224	474.3923	7.9423075	456.80023	465.69977	0.0	26	9.607534626696385	-1
